Voucher No.,Date,Particulars,Category,Type,Quantity,AltUnits,Rate,INRvalue,Distributors
PFRN/22-23/0446,18-05-2022,"20MESHMQ42""RP.BLUE",Mesh_Fabrics,Sales,98,1200,16,19200,Shew Pratap Nathmull Co.
PFRN/22-23/0447,18-05-2022,"20 MQ 42"" White",Mesh_Fabrics,Sales,100.65,1200,20,24000,Shew Pratap Nathmull Co.
PFRN/22-23/0448,18-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,117.21,1500,20,30000,Shew Pratap Nathmull Co.
PFRN/22-23/0449,18-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,105.47,1500,18,27000,Shew Pratap Nathmull Co.
PFRN/22-23/0450,18-05-2022,"Priyalite 54"" Sea Green",Priyalite,Sales,90.01,1500,16,24000,Shew Pratap Nathmull Co.
PFRN/22-23/0478,21-05-2022,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,164.6,1080,34,36720,Shew Pratap Nathmull Co.
PFRN/22-23/0479,21-05-2022,"Suvasini 54""Blue",Suvasini,Sales,141.1,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0480,21-05-2022,"Suvasini 54""Blue",Suvasini,Sales,140.98,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0481,21-05-2022,"Suvasini 54""Blue",Suvasini,Sales,141.75,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0482,21-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,183.7,2250,20,45000,Shew Pratap Nathmull Co.
PFRN/22-23/0483,21-05-2022,"Priyadarshini 60""Blue",Priyadarshini,Sales,58.64,750,19,14250,Shew Pratap Nathmull Co.
PFRN/22-23/0483,21-05-2022,"Suvasini 60"" Blue",Suvasini,Sales,54.21,900,15.5,13950,Shew Pratap Nathmull Co.
PFRN/22-23/0512,24-05-2022,"Hanuman 54"" Sky Blue/ivory",Hanuman,Sales,49.84,1200,12,14400,Shew Pratap Nathmull Co.
PFRN/22-23/0512,24-05-2022,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,42.48,900,12,10800,Shew Pratap Nathmull Co.
PFRN/22-23/0512,24-05-2022,"Hanuman54""olive Green",Hanuman,Sales,37.62,900,12,10800,Shew Pratap Nathmull Co.
PFRN/22-23/0512,24-05-2022,"Hanuman 54""B.Pink/O.Green",Hanuman,Sales,25.83,600,12,7200,Shew Pratap Nathmull Co.
PFRN/22-23/0513,24-05-2022,"Suvasini 54""Blue",Suvasini,Sales,133.83,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0514,24-05-2022,"Suvasini 54""Blue",Suvasini,Sales,141.12,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0515,24-05-2022,"Lotus 54"" Sky Blue",Lotus,Sales,150.39,3000,15,45000,Shew Pratap Nathmull Co.
PFRN/22-23/0516,24-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,152.49,2250,18,40500,Shew Pratap Nathmull Co.
PFRN/22-23/0517,24-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,153.2,2250,18,40500,Shew Pratap Nathmull Co.
PFRN/22-23/0518,24-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,180.05,2250,20,45000,Shew Pratap Nathmull Co.
PFRN/22-23/0519,24-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,177.75,2250,20,45000,Shew Pratap Nathmull Co.
PFRN/22-23/0520,24-05-2022,"24 LQ 42"" White",Mesh_Fabrics,Sales,83.34,1800,13,23400,Shew Pratap Nathmull Co.
PFRN/22-23/0539,25-05-2022,"Hanuman 54""blue",Hanuman,Sales,152.74,3600,12,43200,Shew Pratap Nathmull Co.
PFRN/22-23/0540,25-05-2022,"Hanuman 54""blue",Hanuman,Sales,152.16,3600,12,43200,Shew Pratap Nathmull Co.
PFRN/22-23/0541,25-05-2022,"Hanuman 54""blue",Hanuman,Sales,149.91,3600,12,43200,Shew Pratap Nathmull Co.
PFRN/22-23/0542,25-05-2022,"Hanuman 54""blue",Hanuman,Sales,152.5,3600,12,43200,Shew Pratap Nathmull Co.
PFRN/22-23/0543,25-05-2022,"Hanuman 54""blue",Hanuman,Sales,153.24,3600,12,43200,Shew Pratap Nathmull Co.
PFRN/22-23/0544,25-05-2022,"Hanuman 54""blue",Hanuman,Sales,151.24,3600,12,43200,Shew Pratap Nathmull Co.
PFRN/22-23/0545,25-05-2022,"Hanuman 54""blue",Hanuman,Sales,150.04,3600,12,43200,Shew Pratap Nathmull Co.
PFRN/22-23/0546,25-05-2022,"Hanuman 54""blue",Hanuman,Sales,145.88,3600,12,43200,Shew Pratap Nathmull Co.
PFRN/22-23/0575,30-05-2022,"Suvasini 54""Blue",Suvasini,Sales,137.47,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0576,30-05-2022,"Suvasini 54""Blue",Suvasini,Sales,139.68,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0577,30-05-2022,"Suvasini 54""Blue",Suvasini,Sales,139.5,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0578,30-05-2022,"Suvasini 54""Blue",Suvasini,Sales,142.36,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0579,30-05-2022,"Suvasini 54""Blue",Suvasini,Sales,147.12,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0580,30-05-2022,"Suvasini 54""Blue",Suvasini,Sales,144.4,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0581,30-05-2022,"Suvasini 54""Blue",Suvasini,Sales,145.16,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0306,02-05-2022,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,870.68,16200,15,243000,Sri Balaji Trading Co.
PFRN/22-23/0343,06-05-2022,"20 Mesh MQ120""BLUE",Mesh_Fabrics,Sales,7.4,30,60,1800,Sri Balaji Trading Co.
PFRN/22-23/0343,06-05-2022,"20MQ 42"" BLUE",Mesh_Fabrics,Sales,379.62,4350,20,87000,Sri Balaji Trading Co.
PFRN/22-23/0343,06-05-2022,"8Mesh Hq 42"" Blue",Mesh_Fabrics,Sales,79,600,31,18600,Sri Balaji Trading Co.
PFRN/22-23/0356,07-05-2022,"16 HQ 42"" Blue",Mesh_Fabrics,Sales,113.74,900,33,29700,Sri Balaji Trading Co.
PFRN/22-23/0356,07-05-2022,"20 MQ 42"" White",Mesh_Fabrics,Sales,101.2,1200,21,25200,Sri Balaji Trading Co.
PFRN/22-23/0372,09-05-2022,"Priyalite 54"" Sea Green",Priyalite,Sales,304.34,5000,16,80000,Sri Balaji Trading Co.
PFRN/22-23/0372,09-05-2022,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,90,900,30,27000,Sri Balaji Trading Co.
PFRN/22-23/0372,09-05-2022,"Priyalite 54"" Blue",Priyalite,Sales,62.66,1000,16,16000,Sri Balaji Trading Co.
PFRN/22-23/0388,10-05-2022,"20MESHMQ36""WHITE",Mesh_Fabrics,Sales,44.8,600,17,10200,Sri Balaji Trading Co.
PFRN/22-23/0420,14-05-2022,"40 Mesh HQ48""White(4.0Kgs)",Mesh_Fabrics,Sales,16.2,120,40,4800,Sri Balaji Trading Co.
PFRN/22-23/0420,14-05-2022,"30 Mesh SHQ48""BLUE",Mesh_Fabrics,Sales,19.72,100,55,5500,Sri Balaji Trading Co.
PFRN/22-23/0420,14-05-2022,"20MESHMQ42""RP.BLUE",Mesh_Fabrics,Sales,95.9,1200,17,20400,Sri Balaji Trading Co.
PFRN/22-23/0420,14-05-2022,"8Mesh Hq 42"" Blue",Mesh_Fabrics,Sales,47.76,360,31,11160,Sri Balaji Trading Co.
PFRN/22-23/0420,14-05-2022,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,90.8,900,30,27000,Sri Balaji Trading Co.
PFRN/22-23/0424,16-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,59.25,750,23,17250,Sri Balaji Trading Co.
PFRN/22-23/0424,16-05-2022,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,90.5,900,30,27000,Sri Balaji Trading Co.
PFRN/22-23/0424,16-05-2022,"40 HQ 42"" White",Mesh_Fabrics,Sales,122.61,1200,31,37200,Sri Balaji Trading Co.
PFRN/22-23/0424,16-05-2022,"20 HQ 42"" Blue",Mesh_Fabrics,Sales,52.05,450,33,14850,Sri Balaji Trading Co.
PFRN/22-23/0424,16-05-2022,"40 LQ 42""  White",Mesh_Fabrics,Sales,116.78,1800,20,36000,Sri Balaji Trading Co.
PFRN/22-23/0436,17-05-2022,"Priyalite 54"" Blue",Priyalite,Sales,121,2000,16,32000,Sri Balaji Trading Co.
PFRN/22-23/0436,17-05-2022,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,92.12,900,30,27000,Sri Balaji Trading Co.
PFRN/22-23/0436,17-05-2022,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,555.24,10800,15,162000,Sri Balaji Trading Co.
PFRN/22-23/0437,17-05-2022,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,544.14,10800,15,162000,Sri Balaji Trading Co.
PFRN/22-23/0452,18-05-2022,"Priyalite 54"" Sea Green",Priyalite,Sales,184.46,3000,16,48000,Sri Balaji Trading Co.
PFRN/22-23/0452,18-05-2022,"Hanuman 54""blue",Hanuman,Sales,50.64,1200,12,14400,Sri Balaji Trading Co.
PFRN/22-23/0462,19-05-2022,"20 MeshMQ84"" RP Light Blue",Mesh_Fabrics,Sales,110.16,720,32,23040,Sri Balaji Trading Co.
PFRN/22-23/0462,19-05-2022,"40 LQ 42""  White",Mesh_Fabrics,Sales,118.26,1800,20,36000,Sri Balaji Trading Co.
PFRN/22-23/0475,20-05-2022,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,182.52,1800,30,54000,Sri Balaji Trading Co.
PFRN/22-23/0500,23-05-2022,"40 LQ 42""  White",Mesh_Fabrics,Sales,122.2,1800,20,36000,Sri Balaji Trading Co.
PFRN/22-23/0505,24-05-2022,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,546.2,10800,15,162000,Sri Balaji Trading Co.
PFRN/22-23/0521,24-05-2022,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,224.85,2250,30,67500,Sri Balaji Trading Co.
PFRN/22-23/0521,24-05-2022,"40 LQ 42""  White",Mesh_Fabrics,Sales,294.01,4500,20,90000,Sri Balaji Trading Co.
PFRN/22-23/0521,24-05-2022,"20 MQ 42"" White",Mesh_Fabrics,Sales,51.2,600,21,12600,Sri Balaji Trading Co.
PFRN/22-23/0521,24-05-2022,"Priyalite 54"" Sea Green",Priyalite,Sales,301.78,5000,16,80000,Sri Balaji Trading Co.
PFRN/22-23/0521,24-05-2022,"12MESH HQ 42""BLUE",Mesh_Fabrics,Sales,54.74,360,36,12960,Sri Balaji Trading Co.
PFRN/22-23/0547,25-05-2022,"Kangaroo Fabric 84"" Blue",Kangaroo,Sales,63.5,500,36,18000,Sri Balaji Trading Co.
PFRN/22-23/0547,25-05-2022,"40 HQ 42"" White",Mesh_Fabrics,Sales,123.7,1200,31,37200,Sri Balaji Trading Co.
PFRN/22-23/0547,25-05-2022,"20 MQ 42"" White",Mesh_Fabrics,Sales,103.92,1200,20,24000,Sri Balaji Trading Co.
PFRN/22-23/0570,30-05-2022,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,541.8,10800,15,162000,Sri Balaji Trading Co.
PFRN/22-23/0571,30-05-2022,"20MESHMQ36""WHITE",Mesh_Fabrics,Sales,115,1500,17,25500,Sri Balaji Trading Co.
PFRN/22-23/0571,30-05-2022,"40 HQ 42"" White",Mesh_Fabrics,Sales,120.55,1200,31,37200,Sri Balaji Trading Co.
PFRN/22-23/0571,30-05-2022,"20 HQ 42"" White",Mesh_Fabrics,Sales,55.22,450,32,14400,Sri Balaji Trading Co.
PFRN/22-23/0590,31-05-2022,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,651.89,12900,15,193500,Sri Balaji Trading Co.
PFRN/22-23/0593,31-05-2022,"Priyalite 54"" Blue",Priyalite,Sales,120.91,2000,16,32000,Sri Balaji Trading Co.
PFRN/22-23/0323,05-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,295.66,3750,20,75000,Srilal Pachisia & Co.
PFRN/22-23/0324,05-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,266.71,3750,18,67500,Srilal Pachisia & Co.
PFRN/22-23/0325,05-05-2022,"Priyalite 54"" Sea Green",Priyalite,Sales,144.87,2250,16,36000,Srilal Pachisia & Co.
PFRN/22-23/0325,05-05-2022,"Lotus 54"" Sky Blue",Lotus,Sales,103.61,2000,15,30000,Srilal Pachisia & Co.
PFRN/22-23/0333,05-05-2022,"Lotus 54""Ivory",Lotus,Sales,26.8,500,15,7500,Srilal Pachisia & Co.
PFRN/22-23/0333,05-05-2022,"Lotus 54"" Violet",Lotus,Sales,25.82,500,15,7500,Srilal Pachisia & Co.
PFRN/22-23/0333,05-05-2022,"Lotus 54"" Light Sea Green",Lotus,Sales,62.88,1250,15,18750,Srilal Pachisia & Co.
PFRN/22-23/0333,05-05-2022,"Lotus 54"" Rose Pink",Lotus,Sales,39.44,750,15,11250,Srilal Pachisia & Co.
PFRN/22-23/0333,05-05-2022,"Lotus 54"" Badam Pink",Lotus,Sales,37.89,750,15,11250,Srilal Pachisia & Co.
PFRN/22-23/0333,05-05-2022,"Lotus 54"" Sky Blue",Lotus,Sales,63.06,1250,15,18750,Srilal Pachisia & Co.
PFRN/22-23/0349,07-05-2022,"Suvasini 54""Blue",Suvasini,Sales,222.12,4500,14.5,65250,Srilal Pachisia & Co.
PFRN/22-23/0350,07-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,296.7,3750,20,75000,Srilal Pachisia & Co.
PFRN/22-23/0351,07-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,267.68,3750,18,67500,Srilal Pachisia & Co.
PFRN/22-23/0352,07-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,269.21,3750,18,67500,Srilal Pachisia & Co.
PFRN/22-23/0375,10-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,293.65,3750,20,75000,Srilal Pachisia & Co.
PFRN/22-23/0376,10-05-2022,"Lotus 54"" Rose Pink",Lotus,Sales,104.12,2000,15,30000,Srilal Pachisia & Co.
PFRN/22-23/0376,10-05-2022,"Priyalite 54"" Sea Green",Priyalite,Sales,95.38,1500,16,24000,Srilal Pachisia & Co.
PFRN/22-23/0417,14-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,269.33,3750,18,67500,Srilal Pachisia & Co.
PFRN/22-23/0418,14-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,296.22,3750,20,75000,Srilal Pachisia & Co.
PFRN/22-23/0425,16-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,266.11,3750,18,67500,Srilal Pachisia & Co.
PFRN/22-23/0426,16-05-2022,"Priyadarshini 60""Blue",Priyadarshini,Sales,60.58,750,19,14250,Srilal Pachisia & Co.
PFRN/22-23/0426,16-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,211.95,3000,18,54000,Srilal Pachisia & Co.
PFRN/22-23/0484,21-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,307.76,3750,20,75000,Srilal Pachisia & Co.
PFRN/22-23/0485,21-05-2022,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,274.2,1800,34,61200,Srilal Pachisia & Co.
PFRN/22-23/0551,26-05-2022,"Suvasini 54""Blue",Suvasini,Sales,235.08,4500,14.5,65250,Srilal Pachisia & Co.
PFRN/22-23/0552,26-05-2022,"Suvasini 54""Blue",Suvasini,Sales,233.82,4500,14.5,65250,Srilal Pachisia & Co.
PFRN/22-23/0582,30-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,299.57,3750,20,75000,Srilal Pachisia & Co.
PFRN/22-23/0583,30-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,297.84,3750,20,75000,Srilal Pachisia & Co.
PFRN/22-23/0584,30-05-2022,"Lotus 54"" Sky Blue",Lotus,Sales,102.98,2000,15,30000,Srilal Pachisia & Co.
PFRN/22-23/0584,30-05-2022,"Priyalite 54"" Blue",Priyalite,Sales,135.82,2250,16,36000,Srilal Pachisia & Co.
PFRN/22-23/0309,04-05-2022,"Hanuman54""olive Green",Hanuman,Sales,1244.18,30000,14,420000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0316,04-05-2022,"30 LQ 42"" White",Mesh_Fabrics,Sales,136.22,2700,15,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0316,04-05-2022,"Hanuman 54""blue",Hanuman,Sales,155.1,3600,12,43200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0316,04-05-2022,"Suvasini 54""Blue",Suvasini,Sales,138.86,2700,14.5,39150,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0316,04-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,161.55,2250,18,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0316,04-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,177.66,2250,20,45000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0353,07-05-2022,"Suvasini 104"" Green",Suvasini,Sales,1185.46,13500,30,405000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0374,09-05-2022,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,102.4,1200,16,19200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0374,09-05-2022,"Suvasini 60"" Blue",Suvasini,Sales,107.64,1800,15.5,27900,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0374,09-05-2022,"Priyadarshini 60""Blue",Priyadarshini,Sales,117.3,1500,19,28500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0374,09-05-2022,"Suvasini 54""Blue",Suvasini,Sales,94.07,1800,14.5,26100,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0374,09-05-2022,"Priyalite 54"" Blue",Priyalite,Sales,93.8,1500,16,24000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0374,09-05-2022,"Lotus 54"" Sky Blue",Lotus,Sales,103.08,2000,15,30000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0374,09-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,119.61,1500,20,30000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0374,09-05-2022,"Priyadarshini 54"" Zebra",Priyadarshini,Sales,104.09,1500,18,27000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0374,09-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,107.25,1500,18,27000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0374,09-05-2022,"24 LQ 42"" White",Mesh_Fabrics,Sales,87,1800,13,23400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0398,11-05-2022,"20 Mesh MQ84"" Premium White",Mesh_Fabrics,Sales,165.5,1080,34,36720,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0404,12-05-2022,"Hanuman54""olive Green",Hanuman,Sales,995.78,24000,14,336000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0404,12-05-2022,"Suvasini 54"" Green",Suvasini,Sales,102.8,2000,15,30000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0404,12-05-2022,"Suvasini 104"" Green",Suvasini,Sales,1836.12,20000,30,600000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0430,16-05-2022,"40 Mesh LQ42""ZZ White (Green Border)",Mesh_Fabrics,Sales,173.78,4500,12,54000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0453,18-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,105.3,1500,18,27000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0453,18-05-2022,"20 MQ 42"" White",Mesh_Fabrics,Sales,102,1200,20,24000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0453,18-05-2022,"20MESHMQ42""RP.BLUE",Mesh_Fabrics,Sales,97.32,1200,16,19200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0453,18-05-2022,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,104,1200,16,19200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0453,18-05-2022,"20 Mesh MQ84"" Premium White",Mesh_Fabrics,Sales,110.1,720,34,24480,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0453,18-05-2022,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,89.7,1800,15,27000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0453,18-05-2022,"Priyalite 54"" Sea Green",Priyalite,Sales,90.46,1500,16,24000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0453,18-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,116.87,1500,20,30000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0457,19-05-2022,"Suvasini 104"" Green",Suvasini,Sales,1234.82,13500,30,405000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0473,20-05-2022,"Suvasini 104"" Green",Suvasini,Sales,660.45,7500,30,225000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0493,21-05-2022,"Suvasini 60"" Blue",Suvasini,Sales,59.4,900,15.5,13950,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0493,21-05-2022,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,166.2,1080,34,36720,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0493,21-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,176.85,2250,20,45000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0493,21-05-2022,"Priyadarshini 60""Blue",Priyadarshini,Sales,59.06,750,19,14250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0493,21-05-2022,"Suvasini 54""Blue",Suvasini,Sales,430.74,8100,14.5,117450,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0526,24-05-2022,"Lotus 54"" Sky Blue",Lotus,Sales,149.76,3000,15,45000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0526,24-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,354.46,4500,20,90000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0526,24-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,308.67,4500,18,81000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0526,24-05-2022,"24 LQ 42"" White",Mesh_Fabrics,Sales,85.2,1800,13,23400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0526,24-05-2022,"Suvasini 54""Blue",Suvasini,Sales,278.42,5400,14.5,78300,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0526,24-05-2022,"Hanuman 54"" Sky Blue/ivory",Hanuman,Sales,49.06,1200,12,14400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0526,24-05-2022,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,42.12,900,12,10800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0526,24-05-2022,"Hanuman54""olive Green",Hanuman,Sales,37.62,900,12,10800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0526,24-05-2022,"Hanuman 54""B.Pink/O.Green",Hanuman,Sales,25.98,600,12,7200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0533,25-05-2022,"Suvasini 104"" Green",Suvasini,Sales,516.82,6000,30,180000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0533,25-05-2022,"Hanuman54""olive Green",Hanuman,Sales,209.75,5000,14,70000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0533,25-05-2022,"Suvasini 54"" Green",Suvasini,Sales,503.82,10200,15,153000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0559,26-05-2022,"Hanuman 54""blue",Hanuman,Sales,1201.84,28800,12,345600,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0569,30-05-2022,"Suvasini 104"" Green",Suvasini,Sales,659.89,7000,30,210000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0569,30-05-2022,"Hanuman 84"" Olive Green
",Hanuman,Sales,35,485,318.71,11155,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0569,30-05-2022,"Hanuman 104"" Olive Green",Hanuman,Sales,314.4,3764,28,105392,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0588,31-05-2022,"Suvasini 54""Blue",Suvasini,Sales,995.18,18900,14.5,274050,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0755,17-06-2022,"20 HQ 48"" White",Mesh_Fabrics,Sales,308.64,2250,35,78750,Anantadeb Madanmohan & Co.
PFRN/22-23/0776,18-06-2022,"Suvasini 120"" Blue",Suvasini,Sales,284.12,2500,32,80000,Anantadeb Madanmohan & Co.
PFRN/22-23/0806,21-06-2022,"20 HQ 48"" White",Mesh_Fabrics,Sales,309.24,2250,35,78750,Anantadeb Madanmohan & Co.
PFRN/22-23/0843,24-06-2022,"Suvasini 54""Blue",Suvasini,Sales,1301.45,25000,14,350000,Anantadeb Madanmohan & Co.
PFRN/22-23/0843,24-06-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,597.27,7500,20,150000,Anantadeb Madanmohan & Co.
PFRN/22-23/0843,24-06-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,521.24,7500,18,135000,Anantadeb Madanmohan & Co.
PFRN/22-23/0611,02-06-2022,"24 LQ 60"" Black",Mesh_Fabrics,Sales,141,1800,26,46800,A R Traders
PFRN/22-23/0611,02-06-2022,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,108.5,2100,15.5,32550,A R Traders
PFRN/22-23/0648,06-06-2022,"24 LQ 42"" Black",Mesh_Fabrics,Sales,447.5,9000,16,144000,A R Traders
PFRN/22-23/0661,08-06-2022,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,136.9,2700,16,43200,A R Traders
PFRN/22-23/0661,08-06-2022,"20MESHMQ42""RP.BLUE",Mesh_Fabrics,Sales,98.8,1200,17,20400,A R Traders
PFRN/22-23/0661,08-06-2022,"30 LQ 42"" Green",Mesh_Fabrics,Sales,44.32,900,16,14400,A R Traders
PFRN/22-23/0661,08-06-2022,"30 LQ 42"" White",Mesh_Fabrics,Sales,89.8,1800,16,28800,A R Traders
PFRN/22-23/0661,08-06-2022,"30 Mesh MQ 42"" Blue",Mesh_Fabrics,Sales,61.94,900,22,19800,A R Traders
PFRN/22-23/0695,10-06-2022,"24 LQ 42"" Black",Mesh_Fabrics,Sales,142.3,2700,16,43200,A R Traders
